id,package,repo_url,sfp_id,modified,published,vul_version,summary,details,severity,references
RUSTSEC-2021-0054,rkyv,https://github.com/rkyv/rkyv,"['Memory Access', 'Exception Management']",2021-10-19 22:14:35+00:00,2021-04-28T12:00:00Z,"[('0.0.0-0', '0.6.0'), ('0', '0.6.0')]","Use of uninitialized buffer in rkyv
Archives may contain uninitialized memory
","An issue was discovered in the rkyv crate before 0.6.0 for Rust. When an archive is created via serialization, the archive content may contain uninitialized values of certain parts of a struct.
`rkyv` is a serialization framework that writes struct-compatible memory to be stored or
transmitted. During serialization, struct padding bytes and unused enum bytes may not be
initialized. These bytes may be written to disk or sent over unsecured channels.
",High,"['https://github.com/djkoloski/rkyv/commit/9c65ae9c2c67dd949b5c3aba9b8eba6da802ab7e', 'https://rustsec.org/advisories/RUSTSEC-2021-0054.html', 'https://crates.io/crates/rkyv', 'https://github.com/djkoloski/rkyv/issues/113', 'https://nvd.nist.gov/vuln/detail/CVE-2021-31919', 'https://github.com/djkoloski/rkyv/commit/f141b560523a20557db6540576d153010bd18712']"
GHSA-mcrf-7hf9-f6q5,rmpv,https://github.com/3Hren/msgpack-rust,['Resource Management'],2021-08-06 19:28:40+00:00,2021-08-25T21:00:09Z,"[('0.0.0-0', '0.4.2'), ('0', '0.4.2')]","Unchecked vector pre-allocation
Unchecked vector pre-allocation
","Affected versions of this crate pre-allocate memory on deserializing raw
buffers without checking whether there is sufficient data available.

This allows an attacker to do denial-of-service attacks by sending small
msgpack messages that allocate gigabytes of memory.
Affected versions of this crate pre-allocate memory on deserializing raw
buffers without checking whether there is sufficient data available.

This allows an attacker to do denial-of-service attacks by sending small
msgpack messages that allocate gigabytes of memory.

",nan,"['https://github.com/3Hren/msgpack-rust', 'https://rustsec.org/advisories/RUSTSEC-2017-0006.html', 'https://crates.io/crates/rmpv', 'https://github.com/3Hren/msgpack-rust/issues/151']"
GHSA-8q2v-67v7-6vc6,rocket,https://github.com/SergioBenitez/Rocket,['Synchronization'],2021-08-19 21:07:49+00:00,2021-08-25T20:48:07Z,"[('0.4.0', '0.4.5'), ('0', '0.4.5')]","`LocalRequest::clone` creates multiple mutable references to the same object
Data races in rocket
","The affected version of `rocket` contains a `Clone` trait implementation of
`LocalRequest` that reuses the pointer to inner `Request` object.
This causes data race in rare combinations of APIs if the original and the
cloned objects are modified at the same time.
An issue was discovered in the rocket crate before 0.4.5 for Rust. LocalRequest::clone creates more than one mutable references to the same object, possibly causing a data race.
",High,"['https://nvd.nist.gov/vuln/detail/CVE-2020-35882', 'https://github.com/SergioBenitez/Rocket/issues/1312', 'https://rustsec.org/advisories/RUSTSEC-2020-0028.html', 'https://github.com/SergioBenitez/Rocket', 'https://crates.io/crates/rocket']"
RUSTSEC-2021-0044,rocket,https://github.com/SergioBenitez/Rocket,"['Memory Access', 'Memory Management']",2021-10-19 22:14:35+00:00,2021-02-09T12:00:00Z,"[('0.0.0-0', '0.4.7'), ('0', '0.4.7')]","Use after free in Rocket
Use after free possible in `uri::Formatter` on panic
","An issue was discovered in the rocket crate before 0.4.7 for Rust. uri::Formatter can have a use-after-free if a user-provided function panics.
Affected versions of this crate transmuted a `&str` to a `&'static str` before
pushing it into a `StackVec`, this value was then popped later in the same
function.

This was assumed to be safe because the reference would be valid while the
method's stack was active. In between the push and the pop, however, a function
`f` was called that could invoke a user provided function.

If the user provided panicked, then the assumption used by the function was no
longer true and the transmute to `&'static` would create an illegal static
reference to the string. This could result in a freed string being used during
(such as in a `Drop` implementation) or after (e.g through `catch_unwind`) the
panic unwinding.

This flaw was corrected in commit [e325e2f](https://github.com/SergioBenitez/Rocket/commit/e325e2fce4d9f9f392761e9fb58b418a48cef8bb)
by using a guard object to ensure that the `&'static str` was dropped inside
the function.
",High,"['https://nvd.nist.gov/vuln/detail/CVE-2021-29935', 'https://rustsec.org/advisories/RUSTSEC-2021-0044.html', 'https://github.com/SergioBenitez/Rocket', 'https://github.com/SergioBenitez/Rocket/issues/1534', 'https://crates.io/crates/rocket']"
GHSA-6mv9-qcx2-3hh3,routinator,https://github.com/NLnetLabs/routinator,['Memory Access'],2021-11-15 14:48:03+00:00,2021-11-11T00:55:08Z,"[('0.9.0', '0.10.2')]","Memory exhaustion in routinator
","NLnet Labs Routinator versions 0.9.0 up to and including 0.10.1, support the gzip transfer encoding when querying RRDP repositories. This encoding can be used by an RRDP repository to cause an out-of-memory crash in these versions of Routinator. RRDP uses XML which allows arbitrary amounts of white space in the encoded data. The gzip scheme compresses such white space extremely well, leading to very small compressed files that become huge when being decompressed for further processing, big enough that Routinator runs out of memory when parsing input data waiting for the next XML element.
",High,"['https://github.com/NLnetLabs/routinator', 'https://www.nlnetlabs.nl/downloads/routinator/CVE-2021-43172_CVE-2021-43173_CVE-2021-43174.txt', 'https://www.debian.org/security/2022/dsa-5041', 'https://nvd.nist.gov/vuln/detail/CVE-2021-43174']"
RUSTSEC-2020-0076,routing,https://github.com/maidsafe/sn_routing,[],2020-12-02 17:59:27+00:00,2020-11-02T12:00:00Z,"[('0.0.0-0', None)]","crate has been renamed to `sn_routing`
","This crate has been renamed from `routing` to `sn_routing`.

The new repository location is:

<https://github.com/maidsafe/sn_routing>
",nan,"['https://rustsec.org/advisories/RUSTSEC-2020-0076.html', 'https://github.com/maidsafe/sn_routing/pull/2190', 'https://crates.io/crates/routing']"
RUSTSEC-2020-0023,rulinalg,https://github.com/AtheMathmo/rulinalg,['Synchronization'],2021-10-19 22:14:35+00:00,2020-02-11T12:00:00Z,"[('0.4.0', None)]","Data races in rulinalg
Lifetime boundary for `raw_slice` and `raw_slice_mut` are incorrect
","An issue was discovered in the rulinalg crate through 2020-02-11 for Rust. There are incorrect lifetime-boundary definitions for RowMut::raw_slice and RowMut::raw_slice_mut.
The affected version of `rulinalg` has incorrect lifetime boundary definitions
for `RowMut::raw_slice` and `RowMut::raw_slice_mut`. They do not conform with
Rust's borrowing rule and allows the user to create multiple mutable references
to the same location. This may result in unexpected calculation result and data
race if both references are used at the same time.
",Critical,"['https://github.com/AtheMathmo/rulinalg', 'https://rustsec.org/advisories/RUSTSEC-2020-0023.html', 'https://github.com/AtheMathmo/rulinalg/issues/201', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35879', 'https://crates.io/crates/rulinalg']"
RUSTSEC-2020-0147,rulinalg,https://github.com/AtheMathmo/rulinalg,[],2021-03-04 13:58:02+00:00,2020-02-11T12:00:00Z,"[('0.0.0-0', None)]","rulinalg is unmaintained, use nalgebra instead
","The `rulinalg` crate is no longer maintained, use [nalgebra](https://crates.io/crates/nalgebra)
instead.
",nan,"['https://rustsec.org/advisories/RUSTSEC-2020-0147.html', 'https://crates.io/crates/rulinalg', 'https://github.com/AtheMathmo/rulinalg/issues/201#issuecomment-584749313']"
GHSA-9mxw-4856-9cm5,rusb,https://github.com/a1ien/rusb.git,"['Memory Access', 'Synchronization', 'Memory Management']",2021-08-19 18:51:05+00:00,2021-08-25T20:50:51Z,"[('0.0.0-0', '0.7.0'), ('0', '0.7.0')]","UsbContext trait did not require implementers to be Send and Sync.
Data races in rusb
","Affected versions of `rusb` did not require `UsbContext` to implement `Send`
and `Sync`. However, through `Device` and `DeviceHandle` it is possible to use
`UsbContext`s across threads.

This issue allows non-thread safe `UsbContext` types to be used concurrently
leading to data races and memory corruption.

The issue was fixed by adding `Send` and `Sync` bounds to `UsbContext`.
An issue was discovered in the rusb crate before 0.7.0 for Rust. Because of a lack of Send and Sync bounds, a data race and memory corruption can occur.
",High,"['https://github.com/a1ien/rusb/issues/44', 'https://rustsec.org/advisories/RUSTSEC-2020-0098.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36206', 'https://github.com/a1ien/rusb', 'https://crates.io/crates/rusb']"
GHSA-fqq2-xp7m-xvm8,ruspiro-singleton,https://github.com/RusPiRo/ruspiro-singleton/tree/v0.4.3,"['Memory Access', 'Synchronization', 'Memory Management']",2021-08-24 17:45:32+00:00,2021-08-25T20:58:19Z,"[('0.0.0-0', '0.4.1'), ('0', '0.4.1')]","Singleton lacks bounds on Send and Sync.
Data race in ruspiro-singleton
","`Singleton<T>` is meant to be a static object that can be initialized lazily. In
order to satisfy the requirement that `static` items must implement `Sync`,
`Singleton` implemented both `Sync` and `Send` unconditionally.

This allows for a bug where non-`Sync` types such as `Cell` can be used in
singletons and cause data races in concurrent programs.

The flaw was corrected in commit `b0d2bd20e` by adding trait bounds, requiring
the contaiend type to implement `Sync`.
`Singleton<T>` is meant to be a static object that can be initialized lazily. In
order to satisfy the requirement that `static` items must implement `Sync`,
`Singleton` implemented both `Sync` and `Send` unconditionally.

This allows for a bug where non-`Sync` types such as `Cell` can be used in
singletons and cause data races in concurrent programs.

The flaw was corrected in commit `b0d2bd20e` by adding trait bounds, requiring
the contaiend type to implement `Sync`.

",High,"['https://rustsec.org/advisories/RUSTSEC-2020-0115.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36435', 'https://github.com/RusPiRo/ruspiro-singleton', 'https://crates.io/crates/ruspiro-singleton', 'https://github.com/RusPiRo/ruspiro-singleton/commit/b0d2bd20eb40b9cbc2958b981ba2dcd9e6f9396e', 'https://github.com/RusPiRo/ruspiro-singleton/issues/10', 'https://github.com/RusPiRo/ruspiro-singleton/pull/11']"
GHSA-g4g4-3pqw-8m7f,rusqlite,https://github.com/rusqlite/rusqlite,"['Memory Access', 'Memory Management']",2022-01-06 20:20:29+00:00,2022-01-06T22:02:01Z,"[('0.26.0', '0.26.2'), ('0.25.0', '0.25.4')]","Incorrect Lifetime Bounds on Closures in `rusqlite`
Use After Free in rusqlite
Use After Free in rusqlite
Use After Free in rusqlite
Use After Free in rusqlite
Use After Free in rusqlite
Use After Free in rusqlite
Use After Free in rusqlite
","The lifetime bound on several closure-accepting `rusqlite` functions (specifically, functions which register a callback to be later invoked by SQLite) was too relaxed. If a closure referencing borrowed values on the stack is was passed to one of these functions, it could allow Rust code to access objects on the stack after they have been dropped.

The impacted functions are:

- Under `cfg(feature = ""functions"")`: `Connection::create_scalar_function`, `Connection::create_aggregate_function` and `Connection::create_window_function`.
- Under `cfg(feature = ""hooks"")`: `Connection::commit_hook`, `Connection::rollback_hook` and `Connection::update_hook`.
- Under `cfg(feature = ""collation"")`: `Connection::create_collation`.

The issue exists in all `0.25.*` versions prior to `0.25.4`, and all `0.26.*` versions prior to 0.26.2 (specifically: `0.25.0`, `0.25.1`, `0.25.2`, `0.25.3`, `0.26.0`, and `0.26.1`).

The fix is available in versions `0.26.2` and newer, and also has been back-ported to `0.25.4`. As it does not exist in `0.24.*`, all affected versions should have an upgrade path to a semver-compatible release.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. create_aggregate_function has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. create_window_function has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. create_scalar_function has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. commit_hook has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. create_collation has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. update_hook has a use-after-free.
An issue was discovered in the rusqlite crate 0.25.x before 0.25.4 and 0.26.x before 0.26.2 for Rust. rollback_hook has a use-after-free.
",nan,"['https://nvd.nist.gov/vuln/detail/CVE-2021-45714', 'https://crates.io/crates/rusqlite', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45718', 'https://github.com/rusqlite/rusqlite', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45719', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45717', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45716', 'https://rustsec.org/advisories/RUSTSEC-2021-0128.html', 'https://github.com/rusqlite/rusqlite/issues/1048', 'https://github.com/rusqlite/rusqlite/', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45713', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/rusqlite/RUSTSEC-2021-0128.md', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45715']"
GHSA-q3cc-7p7g-392c,rusqlite,https://github.com/rusqlite/rusqlite,"['Memory Access', 'Synchronization', 'Tainted Input']",2021-08-19 21:08:56+00:00,2021-08-25T20:47:43Z,"[('0', '0.23.0'), ('0.0.0-0', '0.23.0')]","Data races in rusqlite
Data races in rusqlite
Mishandling of format strings in rusqlite
Data races in rusqlite
Data races in rusqlite
Improper type usage in rusqlite
Various memory safety issues
Use after free in rusqlite
Use after free in rusqlite
","An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via VTab / VTabCursor.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via UnlockNotification.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated because rusqlite::trace::log mishandles format strings.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via an Auxdata API data race.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via create_module.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via the repr(Rust) type.
Several memory safety issues have been uncovered in an audit of
rusqlite.

See https://github.com/rusqlite/rusqlite/releases/tag/0.23.0 for a complete list.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated via an Auxdata API use-after-free.
An issue was discovered in the rusqlite crate before 0.23.0 for Rust. Memory safety can be violated because sessions.rs has a use-after-free.
",Critical,"['https://github.com/rusqlite/rusqlite', 'https://github.com/rusqlite/rusqlite/releases/tag/0.23.0', 'https://github.com/rusqlite/rusqlite/commit/2327d3b774927fdf48903c0bdc1ca7ec93c7c8d0', 'https://github.com/rusqlite/rusqlite/commit/45fd77ee43c38eea4d6f4e2e56c1667a55ec654f', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35870', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35868', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35873', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35872', 'https://crates.io/crates/rusqlite', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35871', 'https://github.com/rusqlite/rusqlite/commit/71b2f5187b0cbace3f8b6ff53432ff2ca0defcf0', 'https://github.com/rusqlite/rusqlite/commit/ac30e169ae51b262bc8cf7026469851ce39b23c6', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35867', 'https://github.com/rusqlite/rusqlite/commit/c9ef5bd63cad5c0c123344c072b490a1a9bcbe1f', 'https://github.com/rusqlite/rusqlite/commit/3c6b57fe1b2cc87e7ebecde43dd836ffb1c4ea5c', 'https://rustsec.org/advisories/RUSTSEC-2020-0014.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35869', 'https://github.com/rusqlite/rusqlite/commit/2ef3628dac35aeba0a97d5fb3a57746b4e1d62b3', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35866']"
RUSTSEC-2022-0011,rust-crypto,https://github.com/DaGenix/rust-crypto/,['Cryptography'],2022-03-01 16:17:42+00:00,2022-02-28T12:00:00Z,"[('0.0.0-0', None)]","Miscomputation when performing AES encryption in rust-crypto
","The following Rust program demonstrates some strangeness in AES encryption - if you have an immutable key slice and then operate on that slice, you get different encryption output than if you operate on a copy of that key.

For these functions, we expect that extending a 16 byte key to a 32 byte key by repeating it gives the same encrypted data, because the underlying rust-crypto functions repeat key data up to the necessary key size for the cipher.

```rust
use crypto::{
    aes, blockmodes, buffer,
    buffer::{BufferResult, ReadBuffer, WriteBuffer},
    symmetriccipher,
};

fn encrypt(
    key: &[u8],
    iv: &[u8],
    data: &str,
) -> Result<String, symmetriccipher::SymmetricCipherError> {
    let mut encryptor =
        aes::cbc_encryptor(aes::KeySize::KeySize256, key, iv, blockmodes::PkcsPadding);

    let mut encrypted_data = Vec::<u8>::new();
    let mut read_buffer = buffer::RefReadBuffer::new(data.as_bytes());
    let mut buffer = [0; 4096];
    let mut write_buffer = buffer::RefWriteBuffer::new(&mut buffer);

    loop {
        let result = encryptor.encrypt(&mut read_buffer, &mut write_buffer, true)?;

        encrypted_data.extend(
            write_buffer
                .take_read_buffer()
                .take_remaining()
                .iter()
                .copied(),
        );

        match result {
            BufferResult::BufferUnderflow => break,
            BufferResult::BufferOverflow => {}
        }
    }

    Ok(hex::encode(encrypted_data))
}

fn working() {
    let data = ""data"";
    let iv = [
        0xF0, 0xF1, 0xF2, 0xF3, 0xF4, 0xF5, 0xF6, 0xF7, 0xF8, 0xF9, 0xFA, 0xFB, 0xFC, 0xFD, 0xFE,
        0xFF,
    ];
    let key = [
        0x00, 0x01, 0x02, 0x03, 0x04, 0x05, 0x06, 0x07, 0x08, 0x09, 0x0A, 0x0B, 0x0C, 0x0D, 0x0E,
        0x0F,
    ];
    // The copy here makes the code work.
    let key_copy = key;
    let key2: Vec<u8> = key_copy.iter().cycle().take(32).copied().collect();
    println!(""key1:{} key2: {}"", hex::encode(&key), hex::encode(&key2));

    let x1 = encrypt(&key, &iv, data).unwrap();
    println!(""X1: {}"", x1);

    let x2 = encrypt(&key2, &iv, data).unwrap();
    println!(""X2: {}"", x2);

    assert_eq!(x1, x2);
}

fn broken() {
    let data = ""data"";
    let iv = [
        0xF0, 0xF1, 0xF2, 0xF3, 0xF4, 0xF5, 0xF6, 0xF7, 0xF8, 0xF9, 0xFA, 0xFB, 0xFC, 0xFD, 0xFE,
        0xFF,
    ];
    let key = [
        0x00, 0x01, 0x02, 0x03, 0x04, 0x05, 0x06, 0x07, 0x08, 0x09, 0x0A, 0x0B, 0x0C, 0x0D, 0x0E,
        0x0F,
    ];
    // This operation shouldn't affect the contents of key at all.
    let key2: Vec<u8> = key.iter().cycle().take(32).copied().collect();
    println!(""key1:{} key2: {}"", hex::encode(&key), hex::encode(&key2));

    let x1 = encrypt(&key, &iv, data).unwrap();
    println!(""X1: {}"", x1);

    let x2 = encrypt(&key2, &iv, data).unwrap();
    println!(""X2: {}"", x2);

    assert_eq!(x1, x2);
}

fn main() {
    working();
    broken();
}
```

The output from this program:

```shell
     Running `target/host/debug/rust-crypto-test`
key1:000102030405060708090a0b0c0d0e0f key2: 000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f
X1: 90462bbe32965c8e7ea0addbbed4cddb
X2: 90462bbe32965c8e7ea0addbbed4cddb
key1:000102030405060708090a0b0c0d0e0f key2: 000102030405060708090a0b0c0d0e0f000102030405060708090a0b0c0d0e0f
X1: 26e847e5e7df1947bf82a650548a7d5b
X2: 90462bbe32965c8e7ea0addbbed4cddb
thread 'main' panicked at 'assertion failed: `(left == right)`
  left: `""26e847e5e7df1947bf82a650548a7d5b""`,
 right: `""90462bbe32965c8e7ea0addbbed4cddb""`', src/main.rs:83:5
```

Notably, the X1 key in the `broken()` test changes every time after rerunning the program.
",nan,"['https://crates.io/crates/rust-crypto', 'https://rustsec.org/advisories/RUSTSEC-2022-0011.html']"
RUSTSEC-2016-0005,rust-crypto,https://github.com/DaGenix/rust-crypto/,[],2022-01-09 20:07:15+00:00,2016-09-06T12:00:00Z,"[('0.0.0-0', '0.2.37-0')]","rust-crypto is unmaintained; switch to a modern alternative
","The `rust-crypto` crate has not seen a release or GitHub commit since 2016,
and its author is unresponsive.

*NOTE: The (old) `rust-crypto` crate (with hyphen) should not be confused with
similarly named (new) [RustCrypto GitHub Org] (without hyphen). The GitHub Org
is actively maintained.*

We recommend you switch to one of the following crates instead, depending on
which algorithms you need:

- [dalek-cryptography GitHub Org]:
  - Key agreement: [`x25519-dalek`]
  - Signature algorithms: [`ed25519-dalek`]
- [`ring`]:
  - AEAD algorithms: AES-GCM, ChaCha20Poly1305
  - Digest algorithms: SHA-256, SHA-384, SHA-512, SHA-512/256 (legacy: SHA-1)
  - HMAC
  - Key agreement: ECDH (P-256, P-384), X25519
  - Key derivation: HKDF
  - Password hashing: PBKDF2
  - Signature algorithms: ECDSA (P-256, P-384), Ed25519, RSA (PKCS#1v1.5, PSS)
- [RustCrypto GitHub Org]:
  - AEAD algorithms: [`aes-gcm`], [`aes-gcm-siv`], [`aes-siv`], [`chacha20poly1305`], [`xsalsa20poly1305`]
  - Block ciphers: [`aes`], [`cast5`], [`des`]
  - Digest algorithms: [`sha2`], [`sha3`], [`blake2`], [`ripemd160`]
    (legacy: [`sha-1`], [`md-5`])
  - Key derivation: [`hkdf`]
  - MACs: [`cmac`], [`hmac`], [`pmac`], [`poly1305`]
  - Password hashing: [`pbkdf2`]
  - Stream ciphers: [`aes-ctr`], [`chacha20`], [`hc-256`], [`salsa20`]
- [`secp256k1`]:
  - Key agreement: ECDH (secp256k1 only)
  - Signature algorithms: ECDSA (secp256k1 only)
- [`orion`]:
  - AEAD algorithms: ChaCha20Poly1305 (IETF version), XChaCha20Poly1305
  - Digest algorithms: SHA-512, BLAKE2b
  - Key derivation: HKDF
  - MACs: HMAC, Poly1305
  - Password hashing: PBKDF2
  - Stream ciphers: ChaCha20 (IETF version), XChaCha20

[dalek-cryptography GitHub Org]: https://github.com/dalek-cryptography
[RustCrypto GitHub Org]: https://github.com/RustCrypto
[`aes`]: https://crates.io/crates/aes
[`aes-ctr`]: https://crates.io/crates/aes-ctr
[`aes-gcm`]: https://crates.io/crates/aes-gcm
[`aes-gcm-siv`]: https://crates.io/crates/aes-gcm-siv
[`aes-siv`]: https://crates.io/crates/aes-siv
[`blake2`]: https://crates.io/crates/blake2
[`cast5`]: https://crates.io/crates/cast5
[`chacha20`]: https://crates.io/crates/chacha20
[`chacha20poly1305`]: https://crates.io/crates/chacha20poly1305
[`cmac`]: https://crates.io/crates/cmac
[`des`]: https://crates.io/crates/des
[`ed25519-dalek`]: https://crates.io/crates/ed25519-dalek
[`hc-256`]: https://crates.io/crates/hc-256
[`hkdf`]: https://crates.io/crates/hkdf
[`hmac`]: https://crates.io/crates/hmac
[`pbkdf2`]: https://crates.io/crates/pbkdf2
[`pmac`]: https://crates.io/crates/pmac
[`poly1305`]: https://crates.io/crates/poly1305
[`ring`]: https://crates.io/crates/ring
[`ripemd160`]: https://crates.io/crates/ripemd160
[`salsa20`]: https://crates.io/crates/salsa20
[`secp256k1`]: https://crates.io/crates/secp256k1
[`sha-1`]: https://crates.io/crates/sha-1
[`sha2`]: https://crates.io/crates/sha2
[`sha3`]: https://crates.io/crates/sha3
[`x25519-dalek`]: https://crates.io/crates/x25519-dalek
[`xsalsa20poly1305`]: https://crates.io/crates/xsalsa20poly1305
[`orion`]: https://crates.io/crates/orion
",nan,"['https://crates.io/crates/rust-crypto', 'https://rustsec.org/advisories/RUSTSEC-2016-0005.html', 'https://github.com/DaGenix/rust-crypto/issues/440']"
GHSA-xrg3-hmf3-rvgw,rust-embed,https://github.com/pyros2097/rust-embed,['Path Resolution'],2022-01-07 16:10:23+00:00,2022-01-06T22:03:56Z,"[('0', '6.3.0'), ('0.0.0-0', '6.3.0')]","RustEmbed generated `get` method allows for directory traversal when reading files from disk
Path Traversal in rust-embed
","When running in debug mode and the `debug-embed` (off by default) feature is
not enabled, the generated `get` method does not check that the input path is
a child of the folder given. 

This allows attackers to read arbitrary files in the file system if they have
control over the filename given. The following code will print the contents of
your `/etc/passwd` if adjusted with a correct number of `../`s depending on
where it is run from.

```rust
#[derive(rust_embed::RustEmbed)]
#[folder = ""src/""]
pub struct Asset;

fn main() {
    let d = Asset::get(""../../../etc/passwd"").unwrap().data;
    println!(""{}"", String::from_utf8_lossy(&d));
}
```

The flaw was corrected by canonicalizing the input filename and ensuring that
it starts with the canonicalized folder path.
An issue was discovered in the rust-embed crate before 6.3.0 for Rust. A ../ directory traversal can sometimes occur in debug mode.
",nan,"['https://nvd.nist.gov/vuln/detail/CVE-2021-45712', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/rust-embed/RUSTSEC-2021-0126.md', 'https://github.com/pyros2097/rust-embed', 'https://crates.io/crates/rust-embed', 'https://rustsec.org/advisories/RUSTSEC-2021-0126.html', 'https://github.com/pyros2097/rust-embed/issues/159']"
RUSTSEC-2020-0003,rust_sodium,https://github.com/maidsafe/rust_sodium,[],2020-10-02 01:29:11+00:00,2020-01-20T12:00:00Z,"[('0.0.0-0', '0.10.3-0')]","rust_sodium is unmaintained; switch to a modern alternative
","The `rust_sodium` crate is no longer maintained by its current owner, who
advise in the repository readme that they are looking for
someone else to take ownership of it.

We recommend you switch to an alternative crate such as:
- [`sodiumoxide`](https://crates.io/crates/sodiumoxide)
",nan,"['https://crates.io/crates/rust_sodium', 'https://github.com/maidsafe/rust_sodium/pull/117', 'https://rustsec.org/advisories/RUSTSEC-2020-0003.html']"
RUSTSEC-2022-0004,rustc-serialize,https://github.com/rust-lang/rustc-serialize,['Resource Management'],2022-01-21 18:16:26+00:00,2022-01-01T12:00:00Z,"[('0.0.0-0', None)]","Stack overflow in rustc_serialize when parsing deeply nested JSON
","When parsing JSON using `json::Json::from_str`, there is no limit to the depth of the stack, therefore deeply nested objects can cause a stack overflow, which aborts the process.

Example code that triggers the vulnerability is

```rust
fn main() {
    let _ = rustc_serialize::json::Json::from_str(&""[0,["".repeat(10000));
}
```

[serde](https://crates.io/crates/serde) is recommended as a replacement to rustc_serialize.
",nan,"['https://crates.io/crates/rustc-serialize', 'https://rustsec.org/advisories/RUSTSEC-2022-0004.html']"
RUSTSEC-2020-0051,rustsec,https://github.com/RustSec/rustsec/tree/main/rustsec,[],2020-10-02 01:29:11+00:00,2020-10-01T12:00:00Z,"[('0.0.0-0', '0.19.0')]","Obsolete versions of the `rustsec` crate do not support the new V3 advisory format
","If you are seeing this message, you are running an obsolete version of
`cargo-audit` which does not support the new V3 advisory format.
These versions are end-of-life.

This advisory is a notice that that it will soon be unable to parse the
advisory database.

Please upgrade `cargo-audit` to a newer release.
",nan,"['https://github.com/RustSec/advisory-db/issues/414', 'https://rustsec.org/advisories/RUSTSEC-2020-0051.html', 'https://crates.io/crates/rustsec']"
RUSTSEC-2021-0024,safe-api,https://github.com/maidsafe/safe-api,[],2021-02-15 16:43:30+00:00,2021-02-15T12:00:00Z,"[('0.0.0-0', None)]","crate has been renamed to `sn_api`
","This crate has been renamed from `safe-api` to `sn_api`.

The new repository location is:

<https://github.com/maidsafe/sn_api>
",nan,"['https://github.com/maidsafe/sn_api/pull/619', 'https://crates.io/crates/safe-api', 'https://rustsec.org/advisories/RUSTSEC-2021-0024.html']"
RUSTSEC-2020-0063,safe-nd,https://github.com/maidsafe/sn_data_types,[],2020-11-02 14:43:36+00:00,2020-11-02T12:00:00Z,"[('0.0.0-0', None)]","crate has been renamed to `safe-nd`
","This crate has been renamed from `safe-nd` to `sn_data_types`.

The new repository location is:

<https://github.com/maidsafe/sn_data_types>
",nan,"['https://crates.io/crates/safe-nd', 'https://github.com/maidsafe/sn_data_types/pull/218', 'https://rustsec.org/advisories/RUSTSEC-2020-0063.html']"
